"Town","FIPS","Year","Address 1","Address 2","Address 3","City","Zip","Telephone"
"Bethlehem","0900504930",2011,"","P.O. Box 160","","Bethlehem","06751","(203) 266-7677"
"Bloomfield","0900305910",1996,"","P.O. Box 337","","Bloomfield","06002","(860) 769-3501"
"Bloomfield","0900305910",1999,"","P.O. Box 337","","Bloomfield","06002","(860) 769-3501"
"Bloomfield","0900305910",2002,"","P.O. Box 337","","Bloomfield","06002","(860) 769-3501"
"Bloomfield","0900305910",2006,"","P.O. Box 337","","Bloomfield","06002","(860) 769-3501"
"Bloomfield","0900305910",2011,"","P.O. Box 337","","Bloomfield","06002","(860) 769-3501"
"Bolton","0901306260",1996,"","222 Bolton Center Road","","Bolton","06043","(860) 649-8066"
"Bolton","0901306260",1999,"","222 Bolton Center Road","","Bolton","06043","(860) 649-8066"
"Bolton","0901306260",2002,"","222 Bolton Center Road","","Bolton","06043","(860) 649-8066"
"Bolton","0901306260",2006,"","222 Bolton Center Road","","Bolton","06043","(860) 649-8066"
"Bolton","0901306260",2011,"","222 Bolton Center Road","","Bolton","06043","(860) 649-8066"
"Bozrah","0901106820",1996,"","P.O. Box 158","","Bozrah","06334","(860) 889-2689"
"Bozrah","0901106820",1999,"","P.O. Box 158","","Bozrah","06334","(860) 889-2689"
"Bozrah","0901106820",2002,"","P.O. Box 158","","Bozrah","06334","(860) 889-2689"
"Bozrah","0901106820",2006,"","1 River Rd","","Bozrah","06334","(860) 889-2689"
"Bozrah","0901106820",2011,"","1 River Rd","","Bozrah","06334","(860) 889-2689"
"Branford","0900907310",1996,"Town Hall","P.O. Box 150","","Branford","06405","(203) 488-8394"
"Branford","0900907310",1999,"Town Hall","1019 Main Street","(or) P.O. Box 150","Branford","06405","(203) 488-8394"
"Branford","0900907310",2002,"Town Hall","1019 Main Street","(or) P.O. Box 150","Branford","06405","(203) 488-8394"
"Branford","0900907310",2006,"Town Hall","1019 Main Street","(or) P.O. Box 150","Branford","06405","(203) 488-8394"
"Branford","0900907310",2011,"Town Hall","1019 Main Street","(or) P.O. Box 150","Branford","06405","(203) 488-8394"
"Bridgeport","0900108070",1996,"City Hall","45 Lyon Terrace","","Bridgeport","06604","(203) 576-7201"
"Bridgeport","0900108070",1999,"City Hall","45 Lyon Terrace","","Bridgeport","06604","(203) 576-7201"
"Bridgeport","0900108070",2002,"City Hall","45 Lyon Terrace","","Bridgeport","06604","(203) 576-7201"
"Bridgeport","0900108070",2006,"City Hall","45 Lyon Terrace","","Bridgeport","06604","(203) 576-7201"
"Bridgeport","0900108070",2011,"City Hall","45 Lyon Terrace","","Bridgeport","06604","(203) 576-7201"
"Bridgewater","0900508210",1996,"","P.O. Box 216","","Bridgewater","06752","(860) 354-5250"
"Bridgewater","0900508210",1999,"","P.O. Box 216","","Bridgewater","06752","(860) 354-5250"
"Bridgewater","0900508210",2002,"","P.O. Box 216","","Bridgewater","06752","(860) 354-5250"
"Bridgewater","0900508210",2006,"","P.O. Box 216","","Bridgewater","06752","(860) 354-5250"
"Bridgewater","0900508210",2011,"","P.O. Box 216","","Bridgewater","06752","(860) 354-5250"
"Bristol","0900308490",1996,"","111 North Main Street","","Bristol","06010","(860) 584-7612"
"Bristol","0900308490",1999,"","111 North Main Street","","Bristol","06010","(860) 584-7612"
"Bristol","0900308490",2002,"","111 North Main Street","","Bristol","06010","(860) 584-7612"
"Bristol","0900308490",2006,"","111 North Main Street","","Bristol","06010","(860) 584-7612"
"Bristol","0900308490",2011,"","111 North Main Street","","Bristol","06010","(860) 584-7612"
"Brookfield","0900108980",1996,"","P.O. Box 5106","","Brookfield","06804","(203) 775-7300"
"Brookfield","0900108980",1999,"","P.O. Box 5106","","Brookfield","06804","(203) 775-7300"
"Brookfield","0900108980",2002,"","P.O. Box 5106","","Brookfield","06804","(203) 775-7300"
"Brookfield","0900108980",2006,"","P.O. Box 5106","","Brookfield","06804","(203) 775-7300"
"Brookfield","0900108980",2011,"","P.O. Box 5106","","Brookfield","06804","(203) 775-7300"
"Brooklyn","0901509190",1996,"","4 Wolf Den Road","","Brooklyn","06234","(860) 779-3411"
"Brooklyn","0901509190",1999,"","4 Wolf Den Road","","Brooklyn","06234","(860) 779-3411"
"Brooklyn","0901509190",2002,"","4 Wolf Den Road","","Brooklyn","06234","(860) 779-3411"
"Brooklyn","0901509190",2006,"","4 Wolf Den Road","","Brooklyn","06234","(860) 779-3411"
"Brooklyn","0901509190",2011,"","4 Wolf Den Road","","Brooklyn","06234","(860) 779-3411"
"Burlington","0900310100",1996,"","200 Spielman Highway","","Burlington","06013","(860) 673-6789"
"Burlington","0900310100",1999,"","200 Spielman Highway","","Burlington","06013","(860) 673-6789"
"Burlington","0900310100",2002,"","200 Spielman Highway","","Burlington","06013","(860) 673-6789"
"Burlington","0900310100",2006,"","200 Spielman Highway","","Burlington","06013","(860) 673-6789"
"Burlington","0900310100",2011,"","200 Spielman Highway","","Burlington","06013","(860) 673-6789"
"Canaan","0900510940",1996,"","P.O. Box 47,  Falls Village","","Canaan","06031","(860) 824-0707"
"Canaan","0900510940",1999,"","P.O. Box 47,  Falls Village","","Canaan","06031","(860) 824-0707"
"Canaan","0900510940",2002,"","P.O. Box 47,  Falls Village","","Canaan","06031","(860) 824-0707"
"Canaan","0900510940",2006,"","P.O. Box 47,  Falls Village","","Canaan","06031","(860) 824-0707"
"Canaan","0900510940",2011,"","P.O. Box 47,  Falls Village","","Canaan","06031","(860) 824-0707"
"Canterbury","0901512130",1996,"","P.O. Box 26","","Canterbury","06331","(860) 546-9693"
"Canterbury","0901512130",1999,"","P.O. Box 26","","Canterbury","06331","(860) 546-9693"
"Canterbury","0901512130",2002,"","P.O. Box 26","","Canterbury","06331","(860) 546-9693"
"Canterbury","0901512130",2006,"","P.O. Box 26","","Canterbury","06331","(860) 546-9693"
"Canterbury","0901512130",2011,"","P.O. Box 26","","Canterbury","06331","(860) 546-9693"
"Canton","0900312270",1996,"","P.O. Box 168","","Canton","06022","(860) 693-7847"
"Canton","0900312270",1999,"","P.O. Box 168","","Canton","06022","(860) 693-7847"
"Canton","0900312270",2002,"","P.O. Box 168","","Canton","06022","(860) 693-7847"
"Canton","0900312270",2006,"","P.O. Box 168","","Canton","06022","(860) 693-7847"
"Canton","0900312270",2011,"","P.O. Box 168","","Canton","06022","(860) 693-7847"
"Chaplin","0901513810",1996,"","P. O. Box 286","","Chaplin","06235","(860) 455-0073"
"Chaplin","0901513810",1999,"","P. O. Box 286","","Chaplin","06235","(860) 455-0073"
"Chaplin","0901513810",2002,"","P. O. Box 286","","Chaplin","06235","(860) 455-0073"
"Chaplin","0901513810",2006,"","P. O. Box 286","","Chaplin","06235","(860) 455-0073"
"Chaplin","0901513810",2011,"","P. O. Box 286","","Chaplin","06235","(860) 455-0073"
"Cheshire","0900914160",1996,"","84 South Main Street","","Cheshire","06410","(203) 271-6660"
"Cheshire","0900914160",1999,"","84 South Main Street","","Cheshire","06410","(203) 271-6660"
"Cheshire","0900914160",2002,"","84 South Main Street","","Cheshire","06410","(203) 271-6660"
"Cheshire","0900914160",2006,"","84 South Main Street","","Cheshire","06410","(203) 271-6660"
"Cheshire","0900914160",2011,"","84 South Main Street","","Cheshire","06410","(203) 271-6660"
"Chester","0900714300",1996,"","P.O. Box 218","","Chester","06412","(860) 526-0013"
"Chester","0900714300",1999,"","P.O. Box 218","","Chester","06412","(860) 526-0013"
"Chester","0900714300",2002,"","P.O. Box 218","","Chester","06412","(860) 526-0013"
"Chester","0900714300",2006,"","P.O. Box 218","","Chester","06412","(860) 526-0013"
"Chester","0900714300",2011,"","P.O. Box 218","","Chester","06412","(860) 526-0013"
"Clinton","0900715350",1996,"","54 East Main Street","","Clinton","06413","(860) 669-9333"
"Clinton","0900715350",1999,"","54 East Main Street","","Clinton","06413","(860) 669-9333"
"Clinton","0900715350",2002,"","54 East Main Street","","Clinton","06413","(860) 669-9333"
"Clinton","0900715350",2006,"","54 East Main Street","","Clinton","06413","(860) 669-9333"
"Clinton","0900715350",2011,"","54 East Main Street","","Clinton","06413","(860) 669-9333"
"Colchester","0901115910",1996,"","127 Norwich Avenue","","Colchester","06415","(860) 537-7220"
"Colchester","0901115910",1999,"","127 Norwich Avenue","","Colchester","06415","(860) 537-7220"
"Colchester","0901115910",2002,"","127 Norwich Avenue","","Colchester","06415","(860) 537-7220"
"Colchester","0901115910",2006,"","127 Norwich Avenue","","Colchester","06415","(860) 537-7220"
"Colchester","0901115910",2011,"","127 Norwich Avenue","","Colchester","06415","(860) 537-7220"
"Colebrook","0900516050",1996,"","P.O. Box 5","","Colebrook","06021","(860) 379-3359"
"Colebrook","0900516050",1999,"","P.O. Box 5","","Colebrook","06021","(860) 379-3359"
"Colebrook","0900516050",2002,"","P.O. Box 5","","Colebrook","06021","(860) 379-3359"
"Colebrook","0900516050",2006,"","P.O. Box 5","","Colebrook","06021","(860) 379-3359"
"Colebrook","0900516050",2011,"","P.O. Box 5","","Colebrook","06021","(860) 379-3359"
"Columbia","0901316400",1996,"","323 Jonathan Trumbull Highway","","Columbia","06237","(860) 228-0110"
"Columbia","0901316400",1999,"","323 Jonathan Trumbull Highway","","Columbia","06237","(860) 228-0110"
"Columbia","0901316400",2002,"","323 Jonathan Trumbull Highway","","Columbia","06237","(860) 228-0110"
"Columbia","0901316400",2006,"","323 Jonathan Trumbull Highway","","Columbia","06237","(860) 228-0110"
"Columbia","0901316400",2011,"","323 Jonathan Trumbull Highway","","Columbia","06237","(860) 228-0110"
"Cornwall","0900517240",1996,"","P.O. Box 205","","Cornwall","06753","(860) 672-4959"
"Cornwall","0900517240",1999,"","P.O. Box 205","","Cornwall","06753","(860) 672-4959"
"Cornwall","0900517240",2002,"","P.O. Box 205","","Cornwall","06753","(860) 672-4959"
"Cornwall","0900517240",2006,"","P.O. Box 205","","Cornwall","06753","(860) 672-4959"
"Cornwall","0900517240",2011,"","P.O. Box 205","","Cornwall","06753","(860) 672-4959"
"Coventry","0901317800",1996,"","P.O. Box 189","","Coventry","06238","(860) 742-6324"
"Coventry","0901317800",1999,"","P.O. Box 189","","Coventry","06238","(860) 742-6324"
"Coventry","0901317800",2002,"","P.O. Box 189","","Coventry","06238","(860) 742-6324"
"Coventry","0901317800",2006,"","P.O. Box 189","","Coventry","06238","(860) 742-6324"
"Coventry","0901317800",2011,"","P.O. Box 189","","Coventry","06238","(860) 742-6324"
"Cromwell","0900718080",1996,"","41 West Street","","Cromwell","06416","(860) 632-3410"
"Cromwell","0900718080",1999,"","41 West Street","","Cromwell","06416","(860) 632-3410"
"Cromwell","0900718080",2002,"","41 West Street","","Cromwell","06416","(860) 632-3410"
"Cromwell","0900718080",2006,"","41 West Street","","Cromwell","06416","(860) 632-3410"
"Cromwell","0900718080",2011,"","41 West Street","","Cromwell","06416","(860) 632-3410"
"Danbury","0900118500",1996,"","155 Deer Hill Avenue","","Danbury","06810","(203) 797-4511"
"Danbury","0900118500",1999,"","155 Deer Hill Avenue","","Danbury","06810","(203) 797-4511"
"Danbury","0900118500",2002,"","155 Deer Hill Avenue","","Danbury","06810","(203) 797-4511"
"Danbury","0900118500",2006,"","155 Deer Hill Avenue","","Danbury","06810","(203) 797-4511"
"Danbury","0900118500",2011,"","155 Deer Hill Avenue","","Danbury","06810","(203) 797-4511"
"Darien","0900118850",1996,"","2 Renshaw Road","","Darien","06820","(203) 656-7338"
"Darien","0900118850",1999,"","2 Renshaw Road","","Darien","06820","(203) 656-7338"
"Darien","0900118850",2002,"","2 Renshaw Road","","Darien","06820","(203) 656-7338"
"Darien","0900118850",2006,"","2 Renshaw Road","","Darien","06820","(203) 656-7338"
"Darien","0900118850",2011,"","2 Renshaw Road","","Darien","06820","(203) 656-7338"
"Deep River","0900719130",1996,"","174 Main Street","","Deep River","06417","(860) 526-6020"
"Deep River","0900719130",1999,"","174 Main Street","","Deep River","06417","(860) 526-6020"
"Deep River","0900719130",2002,"","174 Main Street","","Deep River","06417","(860) 526-6020"
"Deep River","0900719130",2006,"","174 Main Street","","Deep River","06417","(860) 526-6020"
"Deep River","0900719130",2011,"","174 Main Street","","Deep River","06417","(860) 526-6020"
"Derby","0900919550",1996,"City Hall","35 Fifth Street","","Derby","06418","(203) 736-1450"
"Derby","0900919550",1999,"City Hall","35 Fifth Street","","Derby","06418","(203) 736-1450"
"Derby","0900919550",2002,"City Hall","35 Fifth Street","","Derby","06418","(203) 736-1450"
"Derby","0900919550",2006,"City Hall","35 Fifth Street","","Derby","06418","(203) 736-1450"
"Derby","0900919550",2011,"City Hall","35 Fifth Street","","Derby","06418","(203) 736-1450"
"Durham","0900720810",1996,"","P.O. Box 428","","Durham","06422","(860) 349-3452"
"Durham","0900720810",1999,"","P.O. Box 428","","Durham","06422","(860) 349-3452"
"Durham","0900720810",2002,"","P.O. Box 428","","Durham","06422","(860) 349-3452"
"Durham","0900720810",2006,"","P.O. Box 428","","Durham","06422","(860) 349-3452"
"Durham","0900720810",2011,"","P.O. Box 428","","Durham","06422","(860) 349-3452"
"East Granby","0900322070",1996,"","P.O. Box 1858","","East Granby","06026","(860) 653-2576"
"East Granby","0900322070",1999,"","P.O. Box 1858","","East Granby","06026","(860) 653-2576"
"East Granby","0900322070",2002,"","P.O. Box 1858","","East Granby","06026","(860) 653-2576"
"East Granby","0900322070",2006,"","P.O. Box 1858","","East Granby","06026","(860) 653-2576"
"East Granby","0900322070",2011,"","P.O. Box 1858","","East Granby","06026","(860) 653-2576"
"East Haddam","0900722280",1996,"","P. O. Box K","","East Haddam","06423","(860) 873-5020"
"East Haddam","0900722280",1999,"","P. O. Box K","","East Haddam","06423","(860) 873-5020"
"East Haddam","0900722280",2002,"","P. O. Box K","","East Haddam","06423","(860) 873-5020"
"East Haddam","0900722280",2006,"","P. O. Box K","","East Haddam","06423","(860) 873-5020"
"East Haddam","0900722280",2011,"","P. O. Box K","","East Haddam","06423","(860) 873-5020"
"East Hampton","0900722490",1996,"","20 East High Street","","East Hampton","06424","(860) 267-4468"
"East Hampton","0900722490",1999,"","20 East High Street","","East Hampton","06424","(860) 267-4468"
"East Hampton","0900722490",2002,"","20 East High Street","","East Hampton","06424","(860) 267-4468"
"East Hampton","0900722490",2006,"","20 East High Street","","East Hampton","06424","(860) 267-4468"
"East Hampton","0900722490",2011,"","20 East High Street","","East Hampton","06424","(860) 267-4468"
"East Hartford","0900322630",1996,"","740 Main Street","","East Hartford","06108","(860 291-7200"
"East Hartford","0900322630",1999,"","740 Main Street","","East Hartford","06108","(860 291-7200"
"East Hartford","0900322630",2002,"","740 Main Street","","East Hartford","06108","(860 291-7200"
"East Hartford","0900322630",2006,"","740 Main Street","","East Hartford","06108","(860 291-7300"
"East Hartford","0900322630",2011,"","740 Main Street","","East Hartford","06108","(860 291-7300"
"East Haven","0900922910",1996,"Town Hall","250 Main Street","","East Haven","06512","(203) 468-3204"
"East Haven","0900922910",1999,"Town Hall","250 Main Street","","East Haven","06512","(203) 468-3204"
"East Haven","0900922910",2002,"Town Hall","250 Main Street","","East Haven","06512","(203) 468-3204"
"East Haven","0900922910",2006,"Town Hall","250 Main Street","","East Haven","06512","(203) 468-3204"
"East Haven","0900922910",2011,"Town Hall","250 Main Street","","East Haven","06512","(203) 468-3204"
"East Lyme","0901123400",1996,"","P. O. Box 519, Niantic","","East Lyme","06357","(860) 739-6931"
"East Lyme","0901123400",1999,"","P. O. Box 519, Niantic","","East Lyme","06357","(860) 739-6931"
"East Lyme","0901123400",2002,"","P. O. Box 519, Niantic","","East Lyme","06357","(860) 739-6931"
"East Lyme","0901123400",2006,"","P. O. Box 519, Niantic","","East Lyme","06357","(860) 739-6931"
"East Lyme","0901123400",2011,"","P. O. Box 519, Niantic","","East Lyme","06357","(860) 739-6931"
"East Windsor","0900324800",1996,"","11 Rye Street","","Broad Brook","06016","(860) 623-8122"
"East Windsor","0900324800",1999,"","11 Rye Street","","Broad Brook","06016","(860) 623-8122"
"East Windsor","0900324800",2002,"","11 Rye Street","","Broad Brook","06016","(860) 623-8122"
"East Windsor","0900324800",2006,"","11 Rye Street","","Broad Brook","06016","(860) 623-8122"
"East Windsor","0900324800",2011,"","11 Rye Street","","Broad Brook","06016","(860) 623-8122"
"Eastford","0901521860",1996,"","P.O. Box 273","","Eastford","06242","(860) 974-0133"
"Eastford","0901521860",1999,"","P.O. Box 273","","Eastford","06242","(860) 974-0133"
"Eastford","0901521860",2002,"","P.O. Box 273","","Eastford","06242","(860) 974-0133"
"Eastford","0901521860",2006,"","P.O. Box 273","","Eastford","06242","(860) 974-0133"
"Eastford","0901521860",2011,"","P.O. Box 273","","Eastford","06242","(860) 974-0133"
"Easton","0900123890",1996,"Town Hall","225 Center Road","","Easton","06612","(203) 268-6291"
"Easton","0900123890",1999,"Town Hall","225 Center Road","","Easton","06612","(203) 268-6291"
"Easton","0900123890",2002,"Town Hall","225 Center Road","","Easton","06612","(203) 268-6291"
"Easton","0900123890",2006,"Town Hall","225 Center Road","","Easton","06612","(203) 268-6291"
"Easton","0900123890",2011,"Town Hall","225 Center Road","","Easton","06612","(203) 268-6291"
"Ellington","0901325360",1996,"","P.O. Box 187","","Ellington","06029","(860) 875-0787"
"Ellington","0901325360",1999,"","P.O. Box 187","","Ellington","06029","(860) 875-0787"
"Ellington","0901325360",2002,"","P.O. Box 187","","Ellington","06029","(860) 870-3100"
"Ellington","0901325360",2006,"","P.O. Box 187","","Ellington","06029","(860) 870-3100"
"Ellington","0901325360",2011,"","P.O. Box 187","","Ellington","06029","(860) 870-3100"
"Enfield","0900325990",1996,"","820 Enfield Street","","Enfield","06082","(860) 253-6350"
"Enfield","0900325990",1999,"","820 Enfield Street","","Enfield","06082","(860) 253-6350"
"Enfield","0900325990",2002,"","820 Enfield Street","","Enfield","06082","(860) 253-6350"
"Enfield","0900325990",2006,"","820 Enfield Street","","Enfield","06082","(860) 253-6350"
"Enfield","0900325990",2011,"","820 Enfield Street","","Enfield","06082","(860) 253-6350"
"Essex","0900726270",1996,"","P.O. Box 98","","Essex","06426","(860) 767-4340"
"Essex","0900726270",1999,"","P.O. Box 98","","Essex","06426","(860) 767-4340"
"Essex","0900726270",2002,"","P.O. Box 98","","Essex","06426","(860) 767-4340"
"Essex","0900726270",2006,"","P.O. Box 98","","Essex","06426","(860) 767-4340"
"Essex","0900726270",2011,"","P.O. Box 98","","Essex","06426","(860) 767-4340"
"Fairfield","0900126620",1996,"Town Hall","611 Old Post Road","","Fairfield","06430","(203) 256-3030"
"Fairfield","0900126620",1999,"Town Hall","611 Old Post Road","","Fairfield","06430","(203) 256-3030"
"Fairfield","0900126620",2002,"Town Hall","611 Old Post Road","","Fairfield","06430","(203) 256-3030"
"Fairfield","0900126620",2006,"Town Hall","611 Old Post Road","","Fairfield","06430","(203) 256-3030"
"Fairfield","0900126620",2011,"Town Hall","611 Old Post Road","","Fairfield","06430","(203) 256-3030"
"Farmington","0900327600",1996,"","1 Monteith Drive","","Farmington","06032","(860) 673-8219"
"Farmington","0900327600",1999,"","1 Monteith Drive","","Farmington","06032","(860) 673-8219"
"Farmington","0900327600",2002,"","1 Monteith Drive","","Farmington","06032","(860) 673-8219"
"Farmington","0900327600",2006,"","1 Monteith Drive","","Farmington","06032","(860) 675-2350"
"Farmington","0900327600",2011,"","1 Monteith Drive","","Farmington","06032","(860) 675-2350"
"Franklin","0901129910",1996,"","7 Meetinghouse Hill","","Franklin","06254","(860) 642-6055"
"Franklin","0901129910",1999,"","7 Meetinghouse Hill","","Franklin","06254","(860) 642-6055"
"Franklin","0901129910",2002,"","7 Meetinghouse Hill","","Franklin","06254","(860) 642-6055"
"Franklin","0901129910",2006,"","7 Meetinghouse Hill","","Franklin","06254","(860) 642-6055"
"Franklin","0901129910",2011,"","7 Meetinghouse Hill","","Franklin","06254","(860) 642-6055"
"Glastonbury","0900331240",1996,"","2155 Main Street","","Glastonbury","06033","(860) 652-7500"
"Glastonbury","0900331240",1999,"","2155 Main Street","","Glastonbury","06033","(860) 652-7500"
"Glastonbury","0900331240",2002,"","2155 Main Street","","Glastonbury","06033","(860) 652-7500"
"Glastonbury","0900331240",2006,"","2155 Main Street","","Glastonbury","06033","(860) 652-7500"
"Glastonbury","0900331240",2011,"","2155 Main Street","","Glastonbury","06033","(860) 652-7500"
"Goshen","0900532290",1996,"","P.O. Box 187","","Goshen","06756","(860) 491-2308"
"Goshen","0900532290",1999,"","P.O. Box 187","","Goshen","06756","(860) 491-2308"
"Goshen","0900532290",2002,"","P.O. Box 187","","Goshen","06756","(860) 491-2308"
"Goshen","0900532290",2006,"","P.O. Box 187","","Goshen","06756","(860) 491-2308"
"Goshen","0900532290",2011,"","P.O. Box 187","","Goshen","06756","(860) 491-2308"
"Granby","0900332640",1996,"","15 North Granby Road","","Granby","06035","(860) 653-8950"
"Granby","0900332640",1999,"","15 North Granby Road","","Granby","06035","(860) 653-8950"
"Granby","0900332640",2002,"","15 North Granby Road","","Granby","06035","(860) 653-8950"
"Granby","0900332640",2006,"","15 North Granby Road","","Granby","06035","(860) 653-8950"
"Granby","0900332640",2011,"","15 North Granby Road","","Granby","06035","(860) 653-8950"
"Greenwich","0900133620",1996,"","P.O. Box 2540","","Greenwich","06830","(203) 622-7710"
"Greenwich","0900133620",1999,"","P.O. Box 2540","","Greenwich","06830","(203) 622-7710"
"Greenwich","0900133620",2002,"","P.O. Box 2540","","Greenwich","06830","(203) 622-7710"
"Greenwich","0900133620",2006,"","P.O. Box 2540","","Greenwich","06830","(203) 622-7710"
"Greenwich","0900133620",2011,"","P.O. Box 2540","","Greenwich","06830","(203) 622-7710"
"Griswold","0901133900",1996,"","32 School Street","","Jewett City","06351","(860) 376-7061"
"Griswold","0901133900",1999,"","32 School Street","","Jewett City","06351","(860) 376-7061"
"Griswold","0901133900",2002,"","32 School Street","","Jewett City","06351","(860) 376-7061"
"Griswold","0901133900",2006,"","32 School Street","","Jewett City","06351","(860) 376-7061"
"Griswold","0901133900",2011,"","32 School Street","","Jewett City","06351","(860) 376-7061"
"Groton","0901134250",1996,"","45 Fort Hill Road","","Groton","06340","(860) 441-6630"
"Groton","0901134250",1999,"","45 Fort Hill Road","","Groton","06340","(860) 441-6630"
"Groton","0901134250",2002,"","45 Fort Hill Road","","Groton","06340","(860) 441-6630"
"Groton","0901134250",2006,"","45 Fort Hill Road","","Groton","06340","(860) 441-6630"
"Groton","0901134250",2011,"","45 Fort Hill Road","","Groton","06340","(860) 441-6630"
"Guilford","0900934950",1996,"Town Hall","31 Park Street","","Guilford","06437","(203) 453-8015"
"Guilford","0900934950",1999,"Town Hall","31 Park Street","","Guilford","06437","(203) 453-8015"
"Guilford","0900934950",2002,"Town Hall","31 Park Street","","Guilford","06437","(203) 453-8015"
"Guilford","0900934950",2006,"Town Hall","31 Park Street","","Guilford","06437","(203) 453-8015"
"Guilford","0900934950",2011,"Town Hall","31 Park Street","","Guilford","06437","(203) 453-8015"
